iter	Logloss
431	0.2021282552
432	0.2020095622
433	0.2018265991
434	0.2017791748
435	0.2015238241
436	0.2012764079
437	0.2011047974
438	0.2010059814
439	0.2008530273
440	0.200637207
441	0.2005859172
442	0.200468221
443	0.2003159383
444	0.2001403402
445	0.2000613607
446	0.1999200439
447	0.1997707926
448	0.1997079671
449	0.1995337321
450	0.1993964437
451	0.1993160807
452	0.1992302246
453	0.199035319
454	0.1988702189
455	0.1987576497
456	0.1986922607
457	0.1986058146
458	0.1984905599
459	0.1984694824
460	0.198343221
461	0.1983013509
462	0.198233195
463	0.1981150716
464	0.1980689697
465	0.1980031331
466	0.1978966471
467	0.1978091838
468	0.1975476074
469	0.1973354492
470	0.1971660563
471	0.1970307617
472	0.1968046672
473	0.1966781006
474	0.196659078
475	0.1964819336
476	0.1963576457
477	0.1962857666
478	0.1962353109
479	0.196170634
480	0.1961300456
481	0.1960623372
482	0.195975057
483	0.1958473714
484	0.1956084188
485	0.195476766
486	0.1953283895
487	0.1952360433
488	0.195099528
489	0.1950628255
490	0.1949018148
491	0.1947388306
492	0.1946519368
493	0.1945414225
494	0.19443573
495	0.19434257
496	0.1943094482
497	0.1942475586
498	0.1941906535
499	0.1941123861
500	0.1940102743
501	0.1939177653
502	0.1936902669
503	0.1936619059
504	0.1934654541
505	0.1932268066
506	0.193001241
507	0.1928415934
508	0.1925511882
509	0.1924297689
510	0.1923082479
511	0.1921878255
512	0.1920169271
513	0.191939209
514	0.1918243612
515	0.1917411702
516	0.1916094971
517	0.1914981079
518	0.1914689128
519	0.1914022013
520	0.1913736572
521	0.1913035685
522	0.1911522217
523	0.191043457
524	0.1908567708
525	0.1908241374
526	0.1907612915
527	0.1905824992
528	0.1905297648
529	0.1904491374
530	0.190391805
531	0.1903671061
532	0.1901914469
533	0.1900778809
534	0.189910909
535	0.1897111003
536	0.1895723877
537	0.1893184001
538	0.1891262817
539	0.1889307658
540	0.1888102214
541	0.1886857503
542	0.1886387533
543	0.1885401001
544	0.188479126
545	0.1883927002
546	0.1883054199
547	0.1882555542
548	0.1881298828
549	0.1880574544
550	0.1879640706
551	0.1878260091
552	0.1875592041
553	0.1874665324
554	0.1874072673
555	0.1871863607
556	0.1871522013
557	0.1869460653
558	0.1868546549
559	0.1868124797
560	0.1865331217
561	0.1864858805
562	0.1863201904
563	0.1862692057
564	0.1862177327
565	0.1861578369
566	0.1861078288
567	0.1859688721
568	0.1857200521
569	0.1856376343
570	0.1854372152
571	0.1852923787
572	0.1852058716
573	0.1850823975
574	0.1849818929
575	0.1848592122
576	0.1847787679
577	0.1846855062
578	0.1845749105
579	0.1845218506
580	0.1844330851
581	0.184321818
582	0.1840592855
583	0.1840110474
584	0.1839561157
585	0.1838576253
586	0.1837372437
587	0.1836760661
588	0.1835756226
589	0.1834461873
590	0.1833691406
591	0.183179484
592	0.183020752
593	0.1829905192
594	0.1829335734
595	0.1828662313
596	0.1828435669
597	0.1827804362
598	0.182689209
599	0.182582723
600	0.1825327555
601	0.1823344116
602	0.182307251
603	0.1821427816
604	0.1820562134
605	0.1819428304
606	0.1819097493
607	0.1818716431
608	0.1816642863
609	0.1816072998
610	0.1815823568
611	0.1815305176
612	0.181447998
613	0.1813883667
614	0.1812254232
615	0.1811595662
616	0.1809554443
617	0.1809169922
618	0.180873291
619	0.1808442383
620	0.1807644043
621	0.1806638387
622	0.1806177572
623	0.1805460815
624	0.1804851278
625	0.1803593343
626	0.1801650187
627	0.1800331624
628	0.179986613
629	0.1798738607
630	0.1797454427
631	0.1796374512
632	0.1795417684
633	0.1794473877
634	0.179319458
635	0.1791970418
636	0.1791763102
637	0.1790745646
638	0.1789787191
639	0.1788523356
640	0.1788172607
641	0.1787719727
642	0.1787339884
643	0.1787068278
644	0.178645752
645	0.1785137939
646	0.1783786621
647	0.1782078451
648	0.1781620687
649	0.1780671387
650	0.1779190674
651	0.1777046305
652	0.1776013794
653	0.1775741374
654	0.1774650269
655	0.1774349365
656	0.1774108073
657	0.1773805339
658	0.1773618164
659	0.1772912598
660	0.1772296753
661	0.1771618245
662	0.1770338135
663	0.1769065552
664	0.1768729451
665	0.1768419189
666	0.1767583822
667	0.1766593221
668	0.1765216675
669	0.1764838053
670	0.1763504028
671	0.1763209025
672	0.1761568604
673	0.1760525309
674	0.1759039103
675	0.1758816528
676	0.1757336426
677	0.1756085612
678	0.175588033
679	0.1755375977
680	0.1754105835
681	0.1752913818
682	0.1752267456
683	0.1751079508
684	0.1750655721
685	0.1749844157
686	0.1749046427
687	0.1747652181
688	0.1746700439
689	0.1746496989
690	0.1746064657
691	0.1744007568
692	0.1743752441
693	0.1741839396
694	0.1741472982
695	0.1740315755
696	0.1739040934
697	0.1737965495
698	0.1736448568
699	0.1735057983
700	0.173487203
701	0.1734104411
702	0.1732347412
703	0.173164266
704	0.173010376
705	0.1729779663
706	0.1727655436
707	0.1726914063
708	0.172639445
709	0.1725918172
710	0.1724858195
711	0.1724376628
712	0.1723042806
713	0.1722947998
714	0.1720458374
715	0.1718550822
716	0.1717600911
717	0.1716844889
718	0.1714656982
719	0.1713156738
720	0.1711794434
721	0.1710651855
722	0.1709027913
723	0.1707015788
724	0.1705833232
725	0.170421875
726	0.1702977905
727	0.1702701416
728	0.170229777
729	0.1701387329
730	0.1700922241
731	0.1699565938
732	0.1698671265
733	0.1696688843
734	0.1695567932
735	0.1695370382
736	0.1693732707
737	0.1692532552
738	0.1692082214
739	0.1690339457
740	0.1689064738
741	0.1687806803
742	0.1687416992
743	0.1685728353
744	0.168498881
745	0.1684055583
746	0.1683008931
747	0.1681723022
748	0.16815507
749	0.1680414327
750	0.1680010071
751	0.1678425496
752	0.1677529704
753	0.1676873983
754	0.167518575
755	0.1674618327
756	0.1673470052
757	0.1672074076
758	0.1670332031
759	0.16679658
760	0.1666545512
761	0.1665076803
762	0.1663816121
763	0.1662579854
764	0.1662352193
765	0.1660411377
766	0.1659484253
767	0.1658019104
768	0.1656478882
769	0.1655901896
770	0.1655031942
771	0.1654763794
772	0.1654414978
773	0.1654151917
774	0.1653292033
775	0.1652690125
776	0.1652260132
777	0.1651740519
778	0.165068868
779	0.1649719442
780	0.1648397115
781	0.1646896057
782	0.1646539714
783	0.1644974569
784	0.1644589539
785	0.1644297689
786	0.1643641561
787	0.1641802572
788	0.1639255371
789	0.1637174886
790	0.1635735881
791	0.1634987691
792	0.1633576152
793	0.1632151489
794	0.1631699626
795	0.1629853516
796	0.1628993632
797	0.1627949015
798	0.1626901042
799	0.1626093852
800	0.162493398
801	0.1623974915
802	0.162260732
803	0.1621179199
804	0.1620987752
805	0.161938914
806	0.1618286845
807	0.1615850321
808	0.1614890137
809	0.1613745219
810	0.1613405355
811	0.1612319946
812	0.1611452535
813	0.1610767924
814	0.1609083659
815	0.1607894897
816	0.1606006877
817	0.1604898071
818	0.1603502604
819	0.1602741597
820	0.160236674
821	0.1601414185
822	0.160024292
823	0.159944397
824	0.1598320109
825	0.1597384135
826	0.1596400859
827	0.1594818319
828	0.1594079081
829	0.1593436991
830	0.1591892497
831	0.1590493774
832	0.1587713013
833	0.1586291504
834	0.158476827
835	0.1583341675
836	0.158233724
837	0.1581287944
838	0.1580761719
839	0.1579206746
840	0.1578169149
841	0.1576784668
842	0.1575897013
843	0.1575016276
844	0.1574380697
845	0.1573101196
846	0.1571821289
847	0.1570969238
848	0.1570246073
849	0.1569066569
850	0.1568846944
851	0.1567566528
852	0.156608429
853	0.1564431559
854	0.1563735148
855	0.1562812703
856	0.1562451477
857	0.1562217204
858	0.1561207275
859	0.1559855957
860	0.1559094849
861	0.1557937826
862	0.1556954549
863	0.1555983276
864	0.155508606
865	0.1553484294
866	0.1553295492
867	0.1551807149
868	0.1551688944
869	0.1551247762
870	0.1550528463
871	0.1548707174
872	0.1547679952
873	0.1546180827
874	0.1544105326
875	0.1543042806
876	0.1542198079
877	0.1541302083
878	0.1541028646
879	0.1540644531
880	0.154018575
881	0.1538184306
882	0.1536949463
883	0.1535602315
884	0.1534134928
885	0.1532933553
886	0.1532092082
887	0.1530494486
888	0.1529658203
889	0.152761556
890	0.1527431641
891	0.1525985107
892	0.1525824483
893	0.1524833476
894	0.1524346619
895	0.1523285522
896	0.1522040812
897	0.1521312663
898	0.1520960592
899	0.1519292603
900	0.1518762004
901	0.1517209676
902	0.1515882161
903	0.1514324748
904	0.151281016
905	0.1511489258
906	0.1509730428
907	0.1508074951
908	0.1507091471
909	0.150543396
910	0.1505020549
911	0.1503433838
912	0.1502649434
913	0.1502237752
914	0.1501286621
915	0.149970815
916	0.1499563599
917	0.149890686
918	0.1498805135
919	0.1498190409
920	0.1497951864
921	0.1497019043
922	0.1495409241
923	0.1494046631
924	0.1493851725
925	0.1493299561
926	0.1492678426
927	0.1491280314
928	0.1490821737
929	0.149054891
930	0.1490328369
931	0.1489883219
932	0.1489037679
933	0.1488757324
934	0.148780131
935	0.148739502
936	0.1486261292
937	0.148529185
938	0.1484797974
939	0.1484139608
940	0.1483648885
941	0.1483464559
942	0.1482274882
943	0.1481538493
944	0.1481065572
945	0.1480576579
946	0.1479682312
947	0.1478509928
948	0.1478161011
949	0.1477531026
950	0.1476878459
951	0.1475099284
952	0.147405894
953	0.1472132975
954	0.1471452535
955	0.1470820821
956	0.1470231527
957	0.1469458822
958	0.146828125
959	0.1467523499
960	0.1467040202
961	0.1465372314
962	0.1463583272
963	0.1463098958
964	0.146292216
965	0.1462180176
966	0.1461016744
967	0.1460196635
968	0.145885966
969	0.1457552185
970	0.1455710042
971	0.1454738973
972	0.1453866577
973	0.14531132
974	0.1452292379
975	0.1451269328
976	0.1450013529
977	0.1448423665
978	0.1447364909
979	0.1445597331
980	0.1444493815
981	0.1443800252
982	0.1442693075
983	0.1441506856
984	0.1440349325
985	0.1439692891
986	0.1438472087
987	0.1436912231
988	0.1436740824
989	0.1436024475
990	0.1435241699
991	0.1434824829
992	0.1434144491
993	0.1432416178
994	0.1431813151
995	0.1430997721
996	0.1429585978
997	0.1429440308
998	0.1428917643
999	0.1428713786
