iter	Passed	Remaining
935	27664	1891
936	27686	1861
937	27706	1831
938	27725	1801
939	27746	1771
940	27761	1740
941	27774	1710
942	27787	1679
943	27800	1649
944	27814	1618
945	27827	1588
946	27841	1558
947	27855	1527
948	27868	1497
949	27882	1467
950	27896	1437
951	27909	1407
952	27923	1377
953	27935	1347
954	27950	1317
955	27962	1286
956	27975	1257
957	28006	1227
958	28066	1199
959	28113	1171
960	28155	1142
961	28184	1113
962	28208	1083
963	28228	1054
964	28249	1024
965	28265	994
966	28292	965
967	28309	935
968	28336	906
969	28352	876
970	28377	847
971	28400	818
972	28445	789
973	28474	760
974	28507	730
975	28540	701
976	28564	672
977	28590	643
978	28619	613
979	28652	584
980	28699	555
981	28750	526
982	28809	498
983	28857	469
984	28912	440
985	28969	411
986	29006	382
987	29058	352
988	29122	323
989	29180	294
990	29240	265
991	29285	236
992	29343	206
993	29395	177
994	29447	147
995	29471	118
996	29498	88
997	29524	59
998	29542	29
999	29556	0
