iter	RMSE
546	0.3265562182
547	0.3262163036
548	0.3257287076
549	0.3254573435
550	0.3250345031
551	0.324614701
552	0.324310165
553	0.323721649
554	0.3234557434
555	0.3231232928
556	0.3227409159
557	0.3222932701
558	0.3219684583
559	0.3214415714
560	0.3210007479
561	0.320409185
562	0.3199818707
563	0.3196109353
564	0.3191356873
565	0.3187180455
566	0.3182043056
567	0.3179664047
568	0.3174969129
569	0.3170906997
570	0.3166416119
571	0.3164578849
572	0.3160408872
573	0.3155377829
574	0.3152147276
575	0.3148453743
576	0.314516711
577	0.3141104203
578	0.3134814451
579	0.3132234434
580	0.3130202621
581	0.3126225658
582	0.3121568005
583	0.3120243057
584	0.3116420694
585	0.3111732417
586	0.3108335871
587	0.3103804921
588	0.3100090089
589	0.3094575117
590	0.3092414028
591	0.3089437103
592	0.308587103
593	0.3081065987
594	0.3077027605
595	0.3073836188
596	0.3069693466
597	0.3066840573
598	0.3064308338
599	0.3060276129
600	0.3055565483
601	0.3054219246
602	0.3050694271
603	0.3046675814
604	0.304108438
605	0.3036455793
606	0.3031539264
607	0.3029701438
608	0.3026791996
609	0.3023623511
610	0.3021277527
611	0.3017482646
612	0.3012721794
613	0.3008371432
614	0.3005078342
615	0.3001630502
616	0.2998306543
617	0.2994253257
618	0.2990280776
619	0.2987383825
620	0.2983039236
621	0.2981098187
622	0.297591929
623	0.2974355612
624	0.2971201291
625	0.2968596604
626	0.2963169843
627	0.2957921164
628	0.2954783293
629	0.2952028285
630	0.294858422
631	0.2945025586
632	0.2940461223
633	0.2937629542
634	0.2933656176
635	0.2928927451
636	0.2925974771
637	0.2921835762
638	0.2918439475
639	0.2916221185
640	0.2913676806
641	0.2911634542
642	0.290872736
643	0.2903438851
644	0.2899903124
645	0.2896278542
646	0.2891766263
647	0.2889047395
648	0.2885774895
649	0.28814292
650	0.2875866389
651	0.287368454
652	0.2868922945
653	0.2865315147
654	0.2861929722
655	0.2857448856
656	0.2852157404
657	0.2846763525
658	0.2842911899
659	0.2837717512
660	0.2834793654
661	0.283024772
662	0.2824792613
663	0.2822268839
664	0.2818723717
665	0.281511258
666	0.2814570709
667	0.2810064466
668	0.2806446314
669	0.2802516367
670	0.2798292563
671	0.2796093998
672	0.279331469
673	0.2788747949
674	0.278528759
675	0.278289748
676	0.2780280145
677	0.2779149944
678	0.2775379509
679	0.2771495655
680	0.2771120642
681	0.2770769238
682	0.2768299562
683	0.2766596356
684	0.2763202203
685	0.275752139
686	0.2754856259
687	0.2752621619
688	0.2749192967
689	0.2746675706
690	0.2744253815
691	0.2741084399
692	0.2737647915
693	0.2734242792
694	0.2729803553
695	0.2725300948
696	0.2720971003
697	0.2717311903
698	0.2715116675
699	0.2711288339
700	0.2707663299
701	0.270561612
702	0.2702229608
703	0.2698169822
704	0.2694279434
705	0.2692120689
706	0.2688601576
707	0.2687042317
708	0.2683736549
709	0.2680455879
710	0.2677398381
711	0.2673957988
712	0.2672210379
713	0.2668185597
714	0.2664853318
715	0.2661179947
716	0.26584456
717	0.265511016
718	0.2651562203
719	0.2647708975
720	0.2643722401
721	0.2641188229
722	0.2638046563
723	0.263493783
724	0.2631013435
725	0.2626864459
726	0.2622539966
727	0.2618877868
728	0.2615245775
729	0.2612411445
730	0.2610514134
731	0.2606642172
732	0.2602798712
733	0.2597603221
734	0.2594618548
735	0.2593266345
736	0.2588719879
737	0.2583659039
738	0.2581089854
739	0.2576665175
740	0.2572966134
741	0.2569794183
742	0.2567118781
743	0.2562869735
744	0.2560468836
745	0.2558095287
746	0.2555876006
747	0.2552960704
748	0.2549463083
749	0.2545839274
750	0.25441302
751	0.2540984702
752	0.253802158
753	0.2536430651
754	0.2534771659
755	0.2531390023
756	0.2528553081
757	0.2525459194
758	0.2522615087
759	0.2519745715
760	0.2518352231
761	0.2515197985
762	0.2513264797
763	0.2510359403
764	0.2507015564
765	0.2504852411
766	0.2501762493
767	0.2499411766
768	0.2497750688
769	0.2495428609
770	0.2493047485
771	0.2490794234
772	0.2488904593
773	0.2485565832
774	0.2483084802
775	0.24799949
776	0.2477175974
777	0.2472942085
778	0.2468072062
779	0.2465762749
780	0.2462931791
781	0.2459385741
782	0.2456588833
783	0.2454508503
784	0.2451776724
785	0.244790637
786	0.2444079619
787	0.2441349795
788	0.2438668015
789	0.2435208979
790	0.2432478949
791	0.2430302238
792	0.2426710563
793	0.2423546166
794	0.2421618399
795	0.241823106
796	0.2416051546
797	0.2415111813
798	0.2411155873
799	0.2407850416
800	0.2404966439
801	0.2400570593
802	0.2398707069
803	0.2394497927
804	0.239131662
805	0.238869039
806	0.2384802632
807	0.2380944041
808	0.2376581035
809	0.2374091608
810	0.2370822935
811	0.2368599628
812	0.2366839355
813	0.236569625
814	0.2363010151
815	0.236014446
816	0.2357454915
817	0.2353660639
818	0.2349935299
819	0.2348125384
820	0.234475848
821	0.2341788067
822	0.233820974
823	0.2335114613
824	0.2331469202
825	0.2329587426
826	0.2326584308
827	0.2323052105
828	0.2319809006
829	0.2317284086
830	0.2314094372
831	0.2311088371
832	0.2307864252
833	0.2305109087
834	0.2303314966
835	0.2299541574
836	0.2297160252
837	0.2293905953
838	0.2290454968
839	0.2287795791
840	0.2285062179
841	0.2283389588
842	0.2279888833
843	0.2276527276
844	0.2273463611
845	0.2271308343
846	0.226794387
847	0.2265372666
848	0.2262227427
849	0.2260031013
850	0.2255645789
851	0.2252234174
852	0.2248310265
853	0.224470647
854	0.2241610536
855	0.2238945641
856	0.2236566484
857	0.2233766019
858	0.2230916
859	0.2228536286
860	0.2226305399
861	0.2223932569
862	0.2221919189
863	0.2218741508
864	0.2215497155
865	0.2212269457
866	0.2211036886
867	0.2208900005
868	0.2205861919
869	0.2204789265
870	0.2201170237
871	0.2197815421
872	0.2194656274
873	0.2192319806
874	0.2189358722
875	0.2186149464
876	0.2182905881
877	0.2180972232
878	0.2179170372
879	0.2177862058
880	0.2175005267
881	0.2172607511
882	0.2170913619
883	0.2167295443
884	0.2165687344
885	0.2162958292
886	0.2160142842
887	0.2157916195
888	0.2154357838
889	0.2151265239
890	0.2150371977
891	0.2147714307
892	0.214519155
893	0.2142404382
894	0.2139587524
895	0.2136832661
896	0.2132930459
897	0.2131874125
898	0.2129745306
899	0.212678115
900	0.2124052317
901	0.212012492
902	0.2116255166
903	0.2113230562
904	0.210992379
905	0.2107212829
906	0.210430775
907	0.2100074666
908	0.2096902706
909	0.2094352555
910	0.2092118662
911	0.2091503158
912	0.2090160139
913	0.2087528573
914	0.2084788764
915	0.2082221562
916	0.2079713695
917	0.207784189
918	0.2075404504
919	0.2073422574
920	0.2072254184
921	0.2069615908
922	0.206588713
923	0.2065155954
924	0.2062393264
925	0.2059491555
926	0.2056505659
927	0.2055046996
928	0.2052837317
929	0.2050663384
930	0.2047680207
931	0.204440757
932	0.2040929033
933	0.2038988732
934	0.20364299
935	0.2034213469
936	0.2030547246
937	0.2028120007
938	0.2025678044
939	0.2023130618
940	0.2020641074
941	0.2018562157
942	0.2017338042
943	0.2015940227
944	0.2012328061
945	0.2010928803
946	0.2008881948
947	0.2005980274
948	0.2004331071
949	0.2001753125
950	0.1999461875
951	0.1997571854
952	0.1996352441
953	0.1993693932
954	0.1990231636
955	0.1988545784
956	0.1985806127
957	0.1983319232
958	0.198156111
959	0.1979244454
960	0.1976941798
961	0.19747022
962	0.197245982
963	0.1970475625
964	0.196922554
965	0.1967806281
966	0.1965234368
967	0.1962845929
968	0.1960011606
969	0.195853327
970	0.1956583708
971	0.1953274047
972	0.1949889732
973	0.1949173819
974	0.1947097867
975	0.1943761765
976	0.1941255657
977	0.1939795002
978	0.1938064136
979	0.1935004518
980	0.1932659615
981	0.1931399938
982	0.1928631405
983	0.1927232355
984	0.1925084397
985	0.1923076985
986	0.1921578864
987	0.1920393723
988	0.1919299259
989	0.1917258491
990	0.1914152643
991	0.19120543
992	0.1911210088
993	0.1909038103
994	0.1906251213
995	0.1903545565
996	0.1901997391
997	0.1900353283
998	0.1897914826
999	0.1896718029
