iter	PRAUC	Logloss
297	0.4129157868	0.2579298431
298	0.4129472745	0.2579166514
299	0.4130082985	0.2579014775
300	0.4130782362	0.2578876874
301	0.4131000422	0.2578801687
302	0.4131498347	0.2578725129
303	0.4132241472	0.2578596868
304	0.4133562932	0.2578393433
305	0.4134305953	0.2578302016
306	0.4134606122	0.2578217988
307	0.4135219555	0.2578102321
308	0.4135404506	0.2578016826
309	0.4135636629	0.2577949264
310	0.4137890568	0.2577654931
311	0.4138619107	0.2577506772
312	0.4139060946	0.2577404185
313	0.4139451658	0.2577194996
314	0.4140450049	0.2577033769
315	0.4140871844	0.2576857593
316	0.4141738742	0.2576678805
317	0.41441817	0.2576379956
318	0.4144945801	0.2576277753
319	0.4145778811	0.257616944
320	0.4146309347	0.2576041423
321	0.4148332678	0.2575835582
322	0.4151276675	0.257555491
323	0.4151874622	0.2575436493
324	0.4153202224	0.257524862
325	0.4153837328	0.2575092626
326	0.4155813289	0.2574920566
327	0.4156205932	0.2574820908
328	0.4157110896	0.2574650781
329	0.4158014819	0.2574487694
330	0.4159590468	0.2574314515
331	0.4160308659	0.2574160306
332	0.4161351433	0.2574054467
333	0.4162102298	0.2573950281
334	0.4162664741	0.2573828114
335	0.4163591021	0.2573659278
336	0.4164489027	0.2573539809
337	0.4164942042	0.2573396396
338	0.4165476076	0.2573249868
339	0.416678414	0.2573066619
340	0.4167755389	0.2572921947
341	0.416836214	0.2572727613
342	0.4169177296	0.2572562302
343	0.4171158661	0.2572285615
344	0.4172208527	0.2572090381
345	0.4172823796	0.2572021992
346	0.4174461116	0.257184309
347	0.417541616	0.2571715032
348	0.4175938378	0.2571578185
349	0.4177058454	0.2571456595
350	0.4177937026	0.257133389
351	0.4178259068	0.257124938
352	0.4178886912	0.2571117534
353	0.4180003437	0.2570964388
354	0.4180904689	0.2570812976
355	0.4181919225	0.2570695861
356	0.418347161	0.2570469237
357	0.418474753	0.2570337179
358	0.4185185075	0.2570254873
359	0.4186095235	0.2570088771
360	0.4186822774	0.2570003637
361	0.4187589951	0.2569853007
362	0.4188374078	0.2569737954
363	0.4189171204	0.2569601245
364	0.4190540147	0.2569426945
365	0.4191385272	0.2569251014
366	0.4192107833	0.256908972
367	0.4192557903	0.2568969277
368	0.4193470849	0.2568786205
369	0.4193990348	0.256865601
370	0.41950992	0.2568545549
371	0.4196067242	0.2568450869
372	0.4196553208	0.2568314269
373	0.419762782	0.2568227924
374	0.4198705932	0.2568066606
375	0.4199517165	0.2567980917
376	0.4199982725	0.2567878502
377	0.4201409807	0.2567681421
378	0.4202131481	0.2567590781
379	0.420276818	0.2567487011
380	0.420347129	0.2567402576
381	0.4204320113	0.2567285481
382	0.4205704609	0.2567081418
383	0.4206896196	0.2566891147
384	0.4207308536	0.2566791816
385	0.4207943215	0.256667315
386	0.4209188037	0.2566485123
387	0.4209949142	0.2566381578
388	0.4211946414	0.2566122638
389	0.4212368222	0.2566011035
390	0.4213506769	0.2565834457
391	0.4214428148	0.2565723129
392	0.4214887509	0.2565562325
393	0.4215576139	0.2565465825
394	0.4216692827	0.2565291443
395	0.4217104958	0.2565175366
396	0.4219066329	0.2564931044
397	0.4220857122	0.2564706334
398	0.4221439807	0.2564597064
399	0.4223037149	0.2564390312
400	0.4224056468	0.2564230468
401	0.4225449401	0.2564102608
402	0.4225831577	0.2563997783
403	0.4226335462	0.2563897043
404	0.4227117017	0.2563823338
405	0.4227618408	0.2563730485
406	0.4227924302	0.2563559982
407	0.4228885041	0.256346297
408	0.422986958	0.2563337738
409	0.4230163732	0.2563240553
410	0.423103984	0.2563153875
411	0.4231391088	0.2563047613
412	0.4232012806	0.256290489
413	0.4232504018	0.2562815361
414	0.4232983782	0.2562722661
415	0.4234037858	0.2562610826
416	0.4235333031	0.2562414653
417	0.4236800083	0.256221823
418	0.4237020737	0.2562064685
419	0.4237925864	0.2561960289
420	0.4238830497	0.2561813785
421	0.4239885802	0.2561675352
422	0.4240524814	0.2561580888
423	0.4240588443	0.2561485501
424	0.4241126138	0.2561402985
425	0.4242492227	0.2561238532
426	0.4242903668	0.2561089358
427	0.4243747569	0.256094495
428	0.4244108482	0.256083961
429	0.424462151	0.2560735066
430	0.4245290834	0.2560671164
431	0.4246512599	0.2560493314
432	0.4246996213	0.2560388698
433	0.4247410489	0.2560274254
434	0.4247962288	0.256016318
435	0.4248686614	0.2560055823
436	0.424892929	0.2559949978
437	0.4249245628	0.2559873655
438	0.4249709679	0.2559711312
439	0.4250373474	0.2559620994
440	0.4251926872	0.2559438668
441	0.4252208097	0.2559354376
442	0.4252571473	0.2559216936
443	0.4253674075	0.2559055367
444	0.4254463779	0.2558961003
445	0.425486336	0.2558876031
446	0.4255054642	0.2558742459
447	0.4255943374	0.255861706
448	0.4256901192	0.2558427944
449	0.4257645808	0.2558295415
450	0.4257977582	0.2558168701
451	0.4258966126	0.2558023508
452	0.4259586835	0.2557927984
453	0.4260033932	0.2557833277
454	0.4260077463	0.2557762399
455	0.4260415256	0.2557687485
456	0.4261265879	0.2557551842
457	0.4261780111	0.2557449993
458	0.4262612113	0.2557370607
459	0.4263254152	0.2557295498
460	0.4263863294	0.2557164004
461	0.4264275476	0.2557069918
462	0.426512487	0.255699645
463	0.4265579277	0.2556923655
464	0.4265909622	0.2556813064
465	0.4266743107	0.2556678587
466	0.4267037935	0.2556612814
467	0.4267778361	0.2556445218
468	0.4268225942	0.2556322942
469	0.4268692381	0.2556227475
470	0.4269518674	0.2556135719
471	0.4269921452	0.2556056227
472	0.427050081	0.2555964603
473	0.4271075854	0.2555866991
474	0.4271526641	0.2555790641
475	0.4271938065	0.2555688817
476	0.4273542129	0.2555482423
477	0.4273969939	0.2555438371
478	0.4274838098	0.2555336063
479	0.4275668726	0.2555227189
480	0.4276063942	0.2555139511
481	0.4276621259	0.2555041757
482	0.4277497568	0.2554908285
483	0.4278099232	0.255481271
484	0.4278478509	0.2554740898
485	0.4278737551	0.2554641429
486	0.427931597	0.2554582093
487	0.4279665481	0.2554500022
488	0.4281121317	0.2554309607
489	0.428198895	0.2554135862
490	0.4282269311	0.2554021712
491	0.4283009146	0.255388114
492	0.4283438254	0.2553770739
493	0.4283481032	0.2553639664
494	0.4284440034	0.2553502886
495	0.428492376	0.255338899
496	0.4285545319	0.2553259596
497	0.4285777803	0.2553192174
498	0.4286149156	0.2553035902
499	0.4286416384	0.255295698
500	0.4287001065	0.2552849104
501	0.4287472431	0.2552768876
502	0.4287911514	0.2552692106
503	0.4290034099	0.2552409669
504	0.4290899024	0.2552286888
505	0.4291867087	0.2552181466
506	0.4292146603	0.2552119717
507	0.4292719794	0.2551991661
508	0.4293450215	0.2551872674
509	0.4293872878	0.2551782762
510	0.4294421548	0.2551665182
511	0.4295116841	0.2551569912
512	0.4296091063	0.2551480453
513	0.4297153713	0.2551317507
514	0.4297976856	0.2551167145
515	0.4298493533	0.2551059633
516	0.4298884793	0.2550980868
517	0.4298941152	0.2550862119
518	0.4299491688	0.255077589
519	0.429986939	0.2550667842
520	0.4300355692	0.2550555446
521	0.4300763165	0.2550441957
522	0.4300994608	0.2550351112
523	0.4301398701	0.255027945
524	0.4302117095	0.2550199131
525	0.4302575637	0.2550092911
526	0.4302912014	0.2550036106
527	0.4303911888	0.2549933554
528	0.4304233728	0.2549870671
529	0.430477659	0.2549811625
530	0.4305385955	0.254970481
531	0.4305713046	0.2549607496
532	0.4306319121	0.2549473408
533	0.4306785084	0.254937977
534	0.4307225689	0.2549286557
535	0.4307442972	0.2549220886
536	0.4307808941	0.254915943
537	0.4308307276	0.2549041266
538	0.430904916	0.254896221
539	0.4309473859	0.2548898399
540	0.4309826686	0.2548831837
541	0.4310702026	0.2548689693
542	0.4311293705	0.254858682
543	0.431202432	0.2548498736
544	0.4312260218	0.2548417406
545	0.4312529737	0.2548336037
546	0.4312908106	0.2548265926
547	0.4313309626	0.2548193559
548	0.4313854476	0.2548111193
549	0.4314714019	0.2547984754
550	0.431510945	0.2547895356
551	0.4315588697	0.254784409
552	0.4316268251	0.2547762593
553	0.4316646949	0.2547688739
554	0.4317782144	0.2547545772
555	0.431813936	0.2547456876
556	0.4318262169	0.2547397004
557	0.431841739	0.2547314557
558	0.4319637595	0.2547125485
559	0.4319860784	0.2547076886
560	0.432051432	0.2546954743
561	0.4320942247	0.2546860858
562	0.4321112826	0.2546783249
563	0.4321798825	0.2546709206
564	0.4322652325	0.2546608284
565	0.4323024525	0.2546524438
566	0.4323302964	0.254645482
567	0.4324051236	0.254634863
568	0.4324382527	0.2546258659
569	0.4324427334	0.2546195727
570	0.4325014924	0.2546118269
571	0.4325320593	0.2546054848
572	0.4327066061	0.2545768879
573	0.4327750809	0.2545704762
574	0.4328454298	0.2545604168
575	0.432873884	0.2545523235
576	0.4329118201	0.2545434106
577	0.4329467098	0.2545346421
578	0.4330034188	0.2545241368
579	0.4330478396	0.254515343
580	0.4330756451	0.2545083187
581	0.4331408679	0.254497506
582	0.4333120398	0.2544735348
583	0.4333781518	0.2544652817
584	0.4334541564	0.2544584752
585	0.4334779441	0.2544531126
586	0.4335305209	0.2544444975
587	0.433564255	0.2544360323
588	0.4336295561	0.2544268246
589	0.4336992131	0.2544135715
590	0.4337587943	0.2544034819
591	0.4338326217	0.2543946593
592	0.4338637992	0.2543857597
593	0.4338625352	0.2543767261
594	0.4338877632	0.2543688414
595	0.433927628	0.2543622416
596	0.4339738286	0.2543504802
597	0.4340266338	0.254342588
598	0.434091816	0.2543362639
599	0.4341560861	0.2543287163
600	0.4342374482	0.2543181429
601	0.4343097673	0.2543088098
602	0.4343570668	0.2543007072
603	0.4345091139	0.2542745072
604	0.4345463443	0.2542690051
605	0.4346056099	0.2542595474
606	0.4346354616	0.2542515591
607	0.4346651691	0.2542423076
608	0.4348174928	0.2542197629
609	0.4348659242	0.254211066
610	0.4348984283	0.2542015186
611	0.4349301263	0.2541946945
612	0.4349899855	0.2541856195
613	0.4350691939	0.2541762095
614	0.4350923269	0.2541711115
615	0.4351169718	0.254165501
616	0.4351497571	0.2541560339
617	0.4351984905	0.2541504852
618	0.4352344506	0.2541442379
619	0.4352711229	0.2541375561
620	0.4353205167	0.254130007
621	0.4353752578	0.2541187504
622	0.4354237528	0.2541085079
623	0.4354577562	0.2540998773
624	0.4356121666	0.2540779943
625	0.4356633154	0.2540688142
626	0.4356890636	0.2540638015
627	0.4357280138	0.2540554316
628	0.4357638516	0.2540478639
629	0.4357813325	0.2540422918
630	0.4358157812	0.254034197
631	0.4358941652	0.2540208506
632	0.4359377115	0.2540121844
633	0.4359906116	0.254004698
634	0.4360380648	0.2539941574
635	0.4360970539	0.2539868663
636	0.4361738472	0.2539775749
637	0.4362475761	0.2539649918
638	0.4363807943	0.2539466827
639	0.4364916785	0.2539243543
640	0.4365652747	0.2539148575
641	0.436613332	0.2539077434
642	0.4366568797	0.2539002642
643	0.4367546388	0.2538797933
644	0.4368171214	0.2538693335
645	0.4368409584	0.2538635711
646	0.4368715078	0.2538563936
647	0.4368977404	0.2538494029
648	0.4369627439	0.2538363165
649	0.4370922626	0.2538177777
650	0.4371404992	0.2538094029
651	0.4371723719	0.2538015373
652	0.4371940926	0.253793871
653	0.437225912	0.253785687
654	0.4373038947	0.2537739263
655	0.4373433727	0.2537646933
656	0.4374088006	0.2537576521
657	0.4374164758	0.2537498485
658	0.4374572412	0.2537434944
659	0.4375072697	0.2537375909
660	0.4375350104	0.2537313355
661	0.4375582135	0.2537242013
662	0.43760185	0.2537178879
663	0.4376292687	0.2537110777
664	0.4376780519	0.2537030867
665	0.4376981504	0.2536955704
666	0.4377441618	0.2536863767
667	0.4378269507	0.2536721194
668	0.4378880131	0.2536646266
669	0.4379169952	0.2536572038
670	0.4379604519	0.2536491216
671	0.4379968523	0.2536394045
672	0.4380661305	0.2536320919
673	0.438115771	0.253621496
674	0.4381841368	0.2536129046
675	0.4382025145	0.2536056131
676	0.4382269107	0.2536008731
677	0.4382410733	0.2535940738
678	0.438291298	0.2535847708
679	0.4383220668	0.2535768768
680	0.4384511542	0.253557305
681	0.438483377	0.2535491611
682	0.4385149985	0.2535408429
683	0.4385776645	0.2535342309
684	0.4386086862	0.2535264414
685	0.4386409974	0.2535197226
686	0.4386837064	0.253511929
687	0.4387478959	0.2535034325
688	0.4388298434	0.2534931516
689	0.4388767637	0.2534838147
690	0.4389312376	0.2534744728
691	0.4389960807	0.253461934
692	0.4390217193	0.2534561432
693	0.4390814813	0.2534477094
694	0.4391449851	0.253439494
695	0.439161749	0.2534325779
696	0.4391696624	0.2534237518
697	0.4392195099	0.2534153547
698	0.4392791561	0.253409144
699	0.439307861	0.2534021275
700	0.4393351681	0.2533940144
701	0.4393856591	0.2533849524
702	0.4394107386	0.2533787553
703	0.4394842259	0.2533715443
704	0.4395271448	0.2533644438
705	0.4395652235	0.2533565654
706	0.4396201107	0.2533464141
707	0.4396649425	0.2533381874
708	0.4397057747	0.2533330063
709	0.4397617156	0.2533254151
710	0.4397876567	0.2533196567
711	0.4398360866	0.2533095737
712	0.4399138469	0.2532977535
713	0.439981165	0.2532899721
714	0.4400622147	0.253276147
715	0.4401186131	0.2532675556
716	0.4401698722	0.2532589329
717	0.4401899378	0.2532525771
718	0.4402181142	0.2532444777
719	0.4402598559	0.2532328498
720	0.4403038388	0.2532234653
721	0.4403333529	0.2532162002
722	0.440411484	0.2531983062
723	0.4404478138	0.2531911529
724	0.440521967	0.2531818799
725	0.4405636242	0.2531736574
726	0.4405862462	0.253166555
727	0.4406135841	0.2531594238
728	0.4406274432	0.2531526359
729	0.44065622	0.2531456256
730	0.4407045381	0.2531378173
731	0.4407950613	0.2531276618
732	0.4408623621	0.253120098
733	0.440915716	0.2531124134
734	0.4409676813	0.2531040759
735	0.441041925	0.2530892981
736	0.4410888167	0.2530794505
737	0.4411642968	0.2530700594
738	0.4412049941	0.2530624557
739	0.4412596671	0.253053019
740	0.4412838185	0.2530465782
741	0.4413435904	0.2530384449
742	0.4413667611	0.2530272001
743	0.4414192669	0.2530193957
744	0.4415227356	0.2530094496
745	0.4415907219	0.2530037436
746	0.4416277708	0.25299752
747	0.4416798151	0.252989992
748	0.4417066191	0.2529831851
749	0.4417996484	0.2529677669
750	0.4418198301	0.2529596882
751	0.4418553689	0.2529522298
752	0.4418862026	0.252944885
753	0.4419470558	0.2529363344
754	0.4419846649	0.2529303759
755	0.4420141916	0.2529224634
756	0.4420716466	0.2529126686
757	0.442133128	0.2529049225
758	0.4421729707	0.2528973689
759	0.4422291799	0.2528909819
760	0.4422584311	0.252883351
761	0.4423601898	0.252868227
762	0.4424129172	0.2528606206
763	0.442454769	0.2528505023
764	0.4425050571	0.2528448402
765	0.4425335818	0.2528377421
766	0.4425932122	0.2528294216
767	0.4426476197	0.2528180193
768	0.4426818631	0.2528098057
769	0.4427438174	0.2528019522
770	0.4427951538	0.2527936606
771	0.4428404093	0.25278566
772	0.4428868177	0.2527796874
773	0.4429362206	0.2527712542
774	0.4429715105	0.2527644267
775	0.4429919992	0.2527555331
776	0.4430110388	0.2527485432
777	0.4430639332	0.2527414857
778	0.4430665026	0.2527365739
779	0.4431015718	0.2527290583
780	0.4431622941	0.2527238606
781	0.4432011393	0.2527187152
782	0.4432700819	0.2527125827
783	0.4433076909	0.2527018819
784	0.4433073973	0.2526948495
785	0.4433378422	0.2526871697
786	0.4433833622	0.2526811028
787	0.4434334726	0.2526731846
788	0.4434742606	0.2526667451
789	0.4435413625	0.2526505347
790	0.4436131408	0.2526430634
791	0.4436397221	0.2526362149
792	0.4436972543	0.2526242952
793	0.4437263377	0.2526176526
794	0.4437748911	0.2526092577
795	0.4438371001	0.2526014131
796	0.4439056618	0.2525918401
797	0.4439501221	0.252585374
798	0.4440072653	0.2525796469
799	0.4440429372	0.2525728202
800	0.4440751148	0.2525669211
801	0.4440990066	0.2525602355
802	0.4441327218	0.2525501999
803	0.4441607575	0.2525443446
804	0.4442063469	0.252535846
805	0.4442379625	0.2525303197
806	0.4442940102	0.2525225894
807	0.4443210478	0.2525156552
808	0.44438917	0.2525047652
809	0.4444294537	0.2524986372
810	0.4444393822	0.2524915342
811	0.4444966392	0.252476672
812	0.4445168015	0.2524664316
813	0.4445470296	0.2524614925
814	0.4445763571	0.2524547061
815	0.4446265512	0.2524470433
816	0.4446579097	0.2524388862
817	0.4446970466	0.2524278503
818	0.4447315688	0.2524210812
819	0.4448173447	0.2524110082
820	0.4448627141	0.2524031955
821	0.4448859897	0.2523984144
822	0.4449171072	0.2523876673
823	0.4449473745	0.2523805916
824	0.4449684487	0.2523730138
825	0.4450241042	0.2523656062
826	0.4451046574	0.2523561599
827	0.4451476462	0.252346977
828	0.4451832405	0.2523400875
829	0.4452291368	0.2523319728
830	0.4452495194	0.2523255347
831	0.4453265422	0.2523160084
832	0.4453649303	0.2523082515
833	0.4453920904	0.2523024
834	0.4454203989	0.2522972082
835	0.4454483844	0.2522910745
836	0.4454659382	0.252284098
837	0.4455151619	0.2522751142
838	0.4455658617	0.2522619657
839	0.4456008255	0.2522564163
840	0.4456658527	0.2522496533
841	0.4457096937	0.2522443548
842	0.4457286527	0.2522392104
843	0.4457597024	0.2522306117
844	0.445817556	0.252223106
845	0.4458745856	0.2522155752
846	0.4459494995	0.2522056085
847	0.4459926545	0.2521969224
848	0.4460420057	0.2521894189
849	0.4460602621	0.2521839796
850	0.4460873174	0.2521764747
851	0.4461107872	0.252169497
852	0.4461622836	0.2521622947
853	0.4462134456	0.2521537069
854	0.4462704468	0.2521456246
855	0.4463095781	0.2521393165
856	0.4463457774	0.2521271567
857	0.4463681421	0.2521214632
858	0.4464003788	0.2521118226
859	0.4464563487	0.2521053212
860	0.4464813742	0.2520995422
861	0.4465135247	0.2520933492
862	0.4465974682	0.2520805542
863	0.4466449712	0.2520707718
864	0.4466767979	0.252065499
865	0.446721389	0.2520592723
866	0.4467696002	0.2520521254
867	0.4468120426	0.2520461554
868	0.4468609289	0.2520393237
869	0.4469236963	0.2520300721
870	0.4469555858	0.2520239322
871	0.4469692123	0.2520201828
872	0.4470012509	0.2520145627
873	0.4470655975	0.2520032191
874	0.4471093982	0.2519946517
875	0.4471549602	0.2519882956
876	0.4471968162	0.2519826542
877	0.447214667	0.2519775577
878	0.447233137	0.251969727
879	0.4473196715	0.2519593048
880	0.447363762	0.2519516002
881	0.4473847521	0.2519462559
882	0.4474638703	0.2519385205
883	0.4475141931	0.25193208
884	0.4475236223	0.2519262978
