iter	Passed	Remaining
426	50997	56490
427	51146	56404
428	51282	56303
429	51400	56182
430	51489	56029
431	51700	56008
432	51893	55968
433	52073	55912
434	52245	55848
435	52438	55806
436	52606	55736
437	52779	55671
438	52947	55600
439	53024	55434
440	53106	55274
441	53198	55124
442	53271	54954
443	53370	54812
444	53672	54878
445	53950	54918
446	54192	54919
447	54414	54900
448	54621	54864
449	54750	54750
450	54944	54700
451	55147	54659
452	55329	54596
453	55498	54520
454	55625	54402
455	55755	54287
456	55875	54163
457	56002	54045
458	56119	53918
459	56244	53798
460	56374	53684
461	56501	53566
462	56650	53469
463	56842	53412
464	56971	53296
465	57078	53158
466	57190	53026
467	57282	52875
468	57388	52738
469	57471	52580
470	57595	52459
471	57698	52319
472	57790	52170
473	57900	52036
474	58013	51906
475	58112	51764
476	58210	51620
477	58304	51473
478	58399	51328
479	58493	51181
480	58584	51032
481	58674	50883
482	58775	50743
483	58873	50601
484	58968	50457
485	59060	50311
486	59159	50170
487	59253	50025
488	59378	49907
489	59580	49853
490	59778	49794
491	59984	49743
492	60184	49686
493	60404	49644
494	60605	49586
495	60812	49532
496	60951	49423
497	61082	49307
498	61220	49197
499	61351	49081
500	61484	48966
501	61612	48848
502	61741	48730
503	61869	48611
504	61977	48477
505	62074	48334
506	62183	48201
507	62283	48061
508	62388	47925
509	62494	47790
510	62597	47652
511	62690	47507
512	62788	47367
513	62881	47222
514	62977	47080
515	63077	46941
516	63174	46800
517	63296	46677
518	63422	46558
519	63528	46424
520	63640	46295
521	63774	46181
522	63912	46070
523	64035	45949
524	64298	45927
525	64477	45845
526	64657	45762
527	64875	45707
528	65245	45758
529	65621	45811
530	65929	45815
531	66383	45919
532	66896	46061
533	67207	46063
534	67445	46014
535	67579	45893
536	67815	45841
537	68002	45756
538	68201	45678
539	68317	45545
540	68429	45408
541	68542	45273
542	68650	45134
543	68749	44990
544	68929	44899
545	69097	44799
546	69292	44717
547	69428	44596
548	69600	44498
549	69789	44411
550	69916	44284
551	70044	44158
552	70171	44031
553	70338	43929
554	70446	43791
555	70559	43655
556	70710	43543
557	70892	43450
558	71096	43370
559	71258	43264
560	71446	43173
561	71583	43051
562	71682	42907
563	71768	42755
564	71888	42624
565	72010	42493
566	72120	42356
567	72221	42213
568	72314	42066
569	72404	41918
570	72507	41777
571	72603	41633
572	72703	41490
573	72792	41341
574	72887	41197
575	72980	41051
576	73075	40907
577	73176	40766
578	73321	40649
579	73454	40526
580	73546	40380
581	73635	40233
582	73718	40083
583	73813	39940
584	73895	39789
585	73979	39640
586	74064	39492
587	74146	39343
588	74230	39194
589	74315	39046
590	74398	38898
591	74481	38750
592	74569	38604
593	74654	38458
594	74740	38312
595	74831	38169
596	74961	38045
597	75091	37922
598	75196	37786
599	75291	37645
600	75392	37508
601	75493	37370
602	75589	37230
603	75690	37093
604	75797	36959
605	75891	36818
606	75995	36683
607	76100	36548
608	76209	36415
609	76309	36278
610	76405	36139
611	76499	35999
612	76592	35859
613	76686	35720
614	76779	35580
615	76880	35444
616	76975	35306
617	77070	35168
618	77162	35028
619	77258	34891
620	77340	34747
621	77433	34608
622	77547	34479
623	77651	34345
624	77750	34210
625	77858	34078
626	77977	33951
627	78089	33822
628	78207	33695
629	78306	33560
630	78422	33432
631	78561	33314
632	78654	33176
633	78747	33039
634	78850	32906
635	78949	32771
636	79047	32636
637	79145	32501
638	79246	32368
639	79345	32233
640	79444	32100
641	79547	31967
642	79660	31839
643	79754	31703
644	79878	31579
645	79975	31445
646	80076	31312
647	80178	31180
648	80281	31048
649	80392	30920
650	80493	30787
651	80598	30657
652	80705	30527
653	80816	30398
654	80908	30263
655	81034	30140
656	81119	30003
657	81225	29873
658	81313	29736
659	81404	29601
660	81570	29493
661	81714	29377
662	81850	29258
663	82030	29155
664	82210	29051
665	82398	28950
666	82515	28824
667	82600	28687
668	82696	28554
669	82871	28448
670	83061	28347
671	83230	28238
672	83321	28103
673	83454	27983
674	83570	27856
675	83686	27730
676	83817	27608
677	83933	27482
678	84034	27351
679	84138	27221
680	84249	27093
681	84355	26964
682	84488	26843
683	84612	26719
684	84740	26597
685	84867	26474
686	85003	26354
687	85219	26259
688	85457	26170
689	85686	26078
690	85863	25970
691	85997	25848
692	86117	25723
693	86240	25598
694	86364	25474
695	86493	25351
696	86619	25227
697	86753	25106
698	86874	24981
699	87000	24857
700	87131	24734
701	87249	24608
702	87376	24485
703	87495	24359
704	87617	24234
705	87733	24108
706	87853	23982
707	87972	23856
708	88093	23731
709	88211	23605
710	88326	23479
711	88455	23356
712	88576	23231
713	88686	23103
714	88809	22978
715	88932	22854
716	89060	22730
717	89185	22606
718	89308	22482
719	89435	22358
720	89657	22258
721	89869	22156
722	90050	22045
723	90210	21929
724	90313	21799
725	90412	21669
726	90505	21537
727	90601	21405
728	90694	21273
729	90944	21178
730	91171	21077
731	91406	20978
732	91630	20876
733	91854	20773
734	92003	20653
735	92153	20534
736	92322	20418
737	92491	20302
738	92708	20197
739	92926	20092
740	93109	19978
741	93213	19848
742	93320	19719
743	93513	19607
744	93715	19497
745	93904	19385
746	94108	19275
747	94241	19150
748	94462	19043
749	94651	18930
750	94844	18817
751	95042	18705
752	95228	18590
753	95369	18466
754	95452	18331
755	95540	18198
756	95636	18066
757	95739	17935
758	95842	17804
759	95926	17670
760	96012	17537
761	96101	17404
762	96186	17270
763	96270	17137
764	96355	17003
765	96452	16872
766	96548	16741
767	96649	16611
768	96751	16481
769	96852	16351
770	96949	16221
771	97050	16091
772	97132	15958
773	97226	15827
774	97327	15698
775	97435	15569
776	97552	15442
777	97657	15313
778	97761	15185
779	97864	15056
780	97957	14925
781	98050	14795
782	98142	14664
783	98236	14534
784	98331	14405
785	98426	14275
786	98524	14146
787	98628	14018
788	98727	13889
789	98828	13760
790	98925	13631
791	99017	13502
792	99121	13374
793	99219	13245
794	99312	13116
795	99407	12987
796	99505	12859
797	99601	12731
798	99697	12602
799	99788	12473
800	99876	12344
801	99961	12214
802	100046	12085
803	100135	11956
804	100221	11827
805	100312	11698
806	100395	11569
807	100484	11441
808	100572	11312
809	100670	11185
810	100777	11059
811	100885	10933
812	100994	10807
813	101099	10681
814	101206	10555
815	101293	10427
816	101381	10299
817	101463	10171
818	101563	10044
819	101680	9920
820	101779	9793
821	101872	9666
822	101967	9540
823	102065	9413
824	102162	9287
825	102286	9163
826	102380	9037
827	102483	8911
828	102572	8784
829	102655	8657
830	102746	8531
831	102829	8404
832	102903	8276
833	102983	8149
834	103063	8022
835	103142	7896
836	103225	7769
837	103301	7642
838	103381	7516
839	103457	7389
840	103545	7264
841	103637	7138
842	103728	7013
843	103812	6888
844	103900	6762
845	103988	6637
846	104079	6512
847	104174	6388
848	104256	6262
849	104340	6137
850	104432	6013
851	104526	5888
852	104609	5763
853	104703	5639
854	104803	5515
855	104904	5392
856	105000	5268
857	105098	5144
858	105197	5021
859	105284	4896
860	105373	4773
861	105455	4648
862	105546	4525
863	105634	4401
864	105723	4277
865	105811	4154
866	105903	4030
867	105992	3907
868	106083	3784
869	106175	3661
870	106264	3538
871	106348	3414
872	106436	3291
873	106526	3168
874	106618	3046
875	106703	2923
876	106786	2800
877	106876	2677
878	106963	2555
879	107048	2432
880	107136	2310
881	107226	2188
882	107313	2066
883	107401	1943
884	107493	1821
885	107578	1699
886	107666	1577
887	107753	1456
888	107837	1334
889	107923	1212
890	108007	1090
891	108094	969
892	108181	848
893	108267	726
894	108352	605
895	108440	484
896	108547	363
897	108649	241
898	108753	120
899	108841	0
