iter	Passed	Remaining
209	1094	3596
210	1099	3589
211	1103	3581
212	1107	3573
213	1112	3565
214	1116	3558
215	1121	3552
216	1126	3545
217	1131	3539
218	1135	3531
219	1141	3526
220	1145	3520
221	1150	3513
222	1155	3508
223	1160	3501
224	1164	3494
225	1171	3492
226	1176	3486
227	1180	3480
228	1185	3474
229	1191	3469
230	1195	3462
231	1200	3458
232	1205	3450
233	1210	3444
234	1215	3439
235	1220	3433
236	1224	3426
237	1229	3420
238	1235	3417
239	1241	3413
240	1246	3408
241	1253	3408
242	1258	3401
243	1262	3394
244	1267	3387
245	1271	3381
246	1276	3374
247	1282	3371
248	1286	3364
249	1292	3359
250	1297	3354
251	1302	3348
252	1307	3342
253	1311	3336
254	1316	3329
255	1321	3323
256	1326	3317
257	1330	3310
258	1335	3304
259	1340	3298
260	1345	3293
261	1350	3287
262	1354	3280
263	1359	3274
264	1363	3267
265	1368	3261
266	1372	3254
267	1377	3248
268	1382	3244
269	1389	3241
270	1393	3234
271	1398	3229
272	1403	3223
273	1408	3216
274	1414	3215
275	1420	3210
276	1425	3206
277	1430	3201
278	1435	3195
279	1439	3188
280	1445	3183
281	1449	3177
282	1454	3171
283	1459	3166
284	1464	3160
285	1469	3154
286	1474	3149
287	1480	3145
288	1484	3138
289	1489	3132
290	1493	3125
291	1498	3119
292	1503	3114
293	1508	3108
294	1513	3103
295	1518	3097
296	1523	3092
297	1527	3085
298	1532	3079
299	1537	3074
300	1543	3070
301	1547	3064
302	1552	3058
303	1557	3052
304	1561	3046
305	1566	3040
306	1571	3034
307	1576	3030
308	1583	3027
309	1587	3021
310	1592	3015
311	1596	3009
312	1601	3003
313	1606	2997
314	1610	2991
315	1615	2985
316	1620	2980
317	1625	2974
318	1630	2969
319	1635	2963
320	1640	2959
321	1645	2953
322	1649	2947
323	1654	2941
324	1659	2935
325	1664	2930
326	1669	2925
327	1673	2919
328	1680	2915
329	1684	2910
330	1689	2903
331	1695	2899
332	1699	2893
333	1704	2888
334	1709	2883
335	1714	2878
336	1719	2873
337	1725	2868
338	1729	2862
339	1734	2857
340	1739	2852
341	1745	2848
342	1750	2842
343	1755	2836
344	1759	2831
345	1764	2825
346	1768	2819
347	1773	2813
348	1778	2807
349	1783	2802
350	1787	2796
351	1792	2790
352	1797	2785
353	1802	2780
354	1807	2774
355	1811	2768
356	1816	2762
357	1821	2757
358	1826	2752
359	1830	2746
360	1835	2741
361	1841	2736
362	1846	2731
363	1851	2725
364	1856	2720
365	1861	2715
366	1866	2710
367	1871	2705
368	1876	2700
369	1882	2696
370	1887	2691
371	1892	2686
372	1898	2681
373	1903	2676
374	1908	2671
375	1913	2666
376	1918	2662
377	1925	2658
378	1930	2653
379	1934	2647
380	1939	2642
381	1944	2637
382	1950	2632
383	1955	2627
384	1959	2621
385	1964	2615
386	1969	2610
387	1975	2606
388	1981	2602
389	1986	2598
390	1991	2592
391	1996	2587
392	2002	2583
393	2007	2578
394	2012	2573
395	2017	2567
396	2022	2562
397	2027	2557
398	2032	2552
399	2039	2549
400	2044	2544
401	2050	2539
402	2055	2534
403	2060	2530
404	2066	2525
405	2071	2519
406	2075	2514
407	2080	2509
408	2087	2505
409	2091	2500
410	2096	2494
411	2100	2488
412	2105	2482
413	2110	2477
414	2116	2473
415	2121	2468
416	2127	2464
417	2132	2458
418	2137	2454
419	2142	2448
420	2148	2444
421	2153	2439
422	2159	2435
423	2164	2429
424	2170	2425
425	2174	2419
426	2179	2414
427	2184	2408
428	2189	2403
429	2193	2397
430	2198	2392
431	2203	2386
432	2208	2382
433	2213	2376
434	2217	2370
435	2222	2365
436	2228	2361
437	2233	2355
438	2238	2350
439	2242	2344
440	2247	2339
441	2252	2333
442	2257	2329
443	2262	2323
444	2267	2318
445	2274	2314
446	2279	2309
447	2284	2304
448	2289	2299
449	2293	2293
450	2298	2288
451	2305	2285
452	2311	2280
453	2316	2275
454	2320	2269
455	2326	2265
456	2330	2259
457	2336	2254
458	2341	2249
459	2346	2244
460	2350	2238
461	2355	2232
462	2359	2227
463	2364	2221
464	2369	2216
465	2375	2212
466	2380	2206
467	2386	2202
468	2390	2197
469	2395	2191
470	2400	2186
471	2405	2181
472	2409	2175
473	2414	2169
474	2419	2164
475	2423	2159
476	2428	2153
477	2433	2148
478	2438	2142
479	2442	2137
480	2447	2131
481	2453	2127
482	2458	2122
483	2464	2117
484	2471	2114
485	2476	2109
486	2481	2104
487	2486	2098
488	2490	2093
489	2496	2088
490	2501	2083
491	2505	2078
492	2511	2073
493	2516	2068
494	2520	2062
495	2525	2057
496	2530	2052
497	2535	2046
498	2540	2041
499	2545	2036
500	2550	2031
501	2555	2026
502	2561	2021
503	2565	2015
504	2570	2010
505	2574	2004
506	2580	2000
507	2585	1995
508	2592	1991
509	2598	1987
510	2603	1982
511	2609	1977
512	2614	1972
513	2618	1966
514	2623	1961
515	2629	1957
516	2634	1951
517	2639	1946
518	2643	1940
519	2650	1936
520	2655	1931
521	2661	1927
522	2667	1922
523	2671	1917
524	2677	1912
525	2682	1907
526	2687	1901
527	2691	1896
528	2697	1891
529	2702	1886
530	2707	1881
531	2712	1876
532	2717	1871
533	2722	1865
534	2727	1860
535	2731	1855
536	2737	1850
537	2742	1845
538	2749	1841
539	2754	1836
540	2759	1830
541	2765	1826
542	2771	1821
543	2775	1816
544	2780	1811
545	2786	1806
546	2791	1801
547	2797	1796
548	2802	1792
549	2808	1786
550	2813	1781
551	2818	1777
552	2826	1773
553	2832	1768
554	2837	1763
555	2842	1758
556	2848	1754
557	2854	1749
558	2861	1745
559	2866	1740
560	2870	1734
561	2875	1729
562	2880	1723
563	2885	1718
564	2890	1713
565	2894	1708
566	2899	1702
567	2904	1697
568	2909	1692
569	2915	1687
570	2920	1682
571	2925	1677
572	2930	1672
573	2935	1667
574	2940	1662
575	2945	1656
576	2949	1651
577	2954	1645
578	2959	1640
579	2963	1635
580	2968	1629
581	2972	1624
582	2977	1618
583	2982	1613
584	2987	1608
585	2993	1603
586	2997	1598
587	3003	1593
588	3008	1588
589	3015	1584
590	3021	1579
591	3027	1575
592	3032	1569
593	3038	1565
594	3042	1559
595	3048	1555
596	3053	1550
597	3060	1545
598	3064	1540
599	3071	1535
600	3076	1530
601	3081	1525
602	3087	1520
603	3092	1515
604	3097	1510
605	3103	1505
606	3108	1500
607	3113	1495
608	3118	1489
609	3122	1484
610	3126	1478
611	3133	1474
612	3139	1469
613	3144	1464
614	3149	1459
615	3155	1454
616	3161	1449
617	3165	1444
618	3170	1439
619	3176	1434
620	3181	1429
621	3186	1424
622	3190	1418
623	3195	1413
624	3200	1408
625	3205	1402
626	3209	1397
627	3215	1392
628	3220	1387
629	3224	1382
630	3229	1376
631	3237	1372
632	3241	1367
633	3247	1362
634	3252	1357
635	3257	1352
636	3261	1346
637	3267	1341
638	3271	1336
639	3277	1331
640	3282	1326
641	3288	1321
642	3293	1316
643	3299	1311
644	3304	1306
645	3309	1301
646	3313	1295
647	3318	1290
648	3325	1286
649	3330	1281
650	3335	1275
651	3340	1270
652	3345	1265
653	3350	1260
654	3355	1255
655	3359	1249
656	3364	1244
657	3369	1239
658	3376	1234
659	3381	1229
660	3386	1224
661	3390	1219
662	3395	1213
663	3399	1208
664	3406	1203
665	3410	1198
666	3417	1193
667	3422	1188
668	3427	1183
669	3432	1178
670	3437	1173
671	3442	1167
672	3448	1163
673	3453	1157
674	3458	1152
675	3463	1147
676	3469	1142
677	3473	1137
678	3479	1132
679	3484	1127
680	3488	1121
681	3493	1116
682	3498	1111
683	3505	1106
684	3509	1101
685	3515	1096
686	3520	1091
687	3526	1086
688	3532	1081
689	3537	1076
690	3544	1071
691	3549	1066
692	3555	1061
693	3560	1056
694	3565	1051
695	3571	1046
696	3575	1041
697	3580	1036
698	3585	1030
699	3589	1025
700	3594	1020
701	3600	1015
702	3605	1010
703	3611	1005
704	3616	1000
705	3621	995
706	3626	990
707	3631	984
708	3636	979
709	3641	974
710	3646	969
711	3653	964
712	3658	959
713	3663	954
714	3669	949
715	3674	944
716	3681	939
717	3685	934
718	3690	929
719	3695	923
720	3700	918
721	3705	913
722	3710	908
723	3715	903
724	3721	898
725	3726	893
726	3732	888
727	3737	882
728	3742	877
729	3746	872
730	3752	867
731	3758	862
732	3763	857
733	3768	852
734	3773	847
735	3778	841
736	3782	836
737	3787	831
738	3792	826
739	3798	821
740	3803	816
741	3809	811
742	3814	806
743	3819	800
744	3824	795
745	3830	790
746	3835	785
747	3840	780
748	3849	776
749	3854	770
750	3860	765
751	3865	760
752	3870	755
753	3876	750
754	3884	746
755	3890	740
756	3895	735
757	3900	730
758	3906	725
759	3911	720
760	3916	715
761	3922	710
762	3927	705
763	3932	699
764	3938	695
765	3944	689
766	3949	684
767	3955	679
768	3960	674
769	3965	669
770	3971	664
771	3976	659
772	3981	654
773	3986	648
774	3991	643
775	3998	638
776	4003	633
777	4008	628
778	4013	623
779	4018	618
780	4023	613
781	4029	607
782	4034	602
783	4038	597
784	4044	592
785	4048	587
786	4053	582
787	4058	576
788	4063	571
789	4067	566
790	4073	561
791	4078	556
792	4082	550
793	4087	545
794	4093	540
795	4099	535
796	4104	530
797	4110	525
798	4115	520
799	4120	515
800	4126	510
801	4131	504
802	4136	499
803	4141	494
804	4147	489
805	4152	484
806	4160	479
807	4165	474
808	4170	469
809	4175	463
810	4180	458
811	4185	453
812	4191	448
813	4196	443
814	4201	438
815	4206	433
816	4210	427
817	4215	422
818	4220	417
819	4226	412
820	4231	407
821	4236	401
822	4240	396
823	4245	391
824	4251	386
825	4255	381
826	4261	376
827	4266	370
828	4272	365
829	4276	360
830	4281	355
831	4285	350
832	4291	345
833	4296	340
834	4300	334
835	4305	329
836	4310	324
837	4314	319
838	4320	314
839	4325	308
840	4330	303
841	4334	298
842	4340	293
843	4345	288
844	4349	283
845	4354	277
846	4359	272
847	4364	267
848	4369	262
849	4374	257
850	4378	252
851	4384	247
852	4390	241
853	4394	236
854	4399	231
855	4403	226
856	4408	221
857	4413	216
858	4419	210
859	4423	205
860	4428	200
861	4433	195
862	4438	190
863	4443	185
864	4447	179
865	4452	174
866	4459	169
867	4463	164
868	4468	159
869	4472	154
870	4477	149
871	4482	143
872	4487	138
873	4492	133
874	4497	128
875	4502	123
876	4507	118
877	4512	113
878	4517	107
879	4524	102
880	4529	97
881	4534	92
882	4540	87
883	4545	82
884	4551	77
885	4556	72
886	4563	66
887	4568	61
888	4574	56
889	4579	51
890	4585	46
891	4590	41
892	4595	36
893	4600	30
894	4605	25
895	4609	20
896	4614	15
897	4620	10
898	4628	5
899	4634	0
